City,Population,Longitude,Latitude
Grenaa,14127,10.8793137,56.4134419
Ålsrode,202,10.8636439,56.3473407
Ørsted,1333,10.3363752,56.5007806
Allingåbro,1813,10.336854,56.4643421
Trustrup,776,10.7715962,56.3507254
Lyngby,300,12.5051413,55.7718649
Gjerrild,412,10.835073,56.4998035
Øster Alling,288,10.316904,56.4112449
Glesborg,607,10.7254803,56.4775074
Hinnerup,8529,10.0688688,56.2678199
Lading,897,9.9786477,56.2212792
Grundfør,402,10.0997842,56.268599
Søften,3129,10.0872653,56.2352921
Nørre Galten,208,10.0503981,56.3490113
Skjød,239,9.9291299,56.2997124
Selling,646,10.0974745,56.3093727
Ødum,336,10.1337841,56.3118609
Folby,1193,10.0262424,56.2513888
Vissing,213,10.0121579,56.3643094
Hadsten,8560,10.0523863,56.3290887
Hadbjerg,725,10.1050615,56.3314452
Aidt,261,9.7892233,56.3155195
Hvorslev,212,9.7675235,56.3664826
Ulstrup,1887,11.2554858,55.5398998
Houlbjerg,207,9.8730183,56.3448019
Hammel,7234,9.8610556,56.2526132
Sall,208,9.8273601,56.2787561
Voldby,451,9.885264,56.2357887
Thorsø,1747,9.7887862,56.3012653
Laurbjerg,941,9.9167436,56.357246
Vitten,219,9.9982238,56.2915553
Voldum,926,10.1657461,56.3653259
Hov,1723,10.251121,55.9190733
Odder,13522,10.1513202,55.975832
Hundslund,542,10.0527531,55.9153605
Ørting,660,10.1495433,55.9267828
Torrild,218,10.0509884,55.9800874
Gylling,647,10.1692307,55.8904152
Saksild,905,10.2317262,55.9764457
Bovlstrup,293,10.2173334,55.9418161
Neder Randlev,205,10.1883173,55.9560716
Haslund,789,10.0256278,56.4189698
Albæk,251,10.1626792,56.4838583
Uggelhuse,428,10.2226901,56.4672528
Råsted,310,9.9495792,56.513415
Gimming,235,10.0981188,56.4936154
Harridslev,1254,10.1294522,56.4980425
Mejlby,616,10.2143428,56.3006105
Havndal,796,10.1970076,56.6522516
Værum,300,9.9898575,56.4061206
Assentoft,3956,10.1519573,56.4435178
Mellerup,509,10.2088098,56.5215723
Øster Tørslev,878,10.1864581,56.5788383
Gjerlev,637,10.1323032,56.5865836
Asferg,663,9.9307608,56.5466328
Spentrup,2342,10.0346886,56.5359106
Randers,64511,10.0371476,56.4617545
Stevnstrup,2696,9.9442095,56.4349087
Gassum,395,9.9975763,56.5752145
Langå,2925,9.8936301,56.390979
Fårup,1037,9.8487711,56.5445686
Øster Bjerregrav,1024,9.907034,56.4837791
Ålum,271,9.8313387,56.4530623
Dalbyover,234,10.2003229,56.6198172
Tånum,210,9.9227759,56.4610056
Munkdrup,354,10.0795986,56.4170676
Voel,1965,9.693675,56.1881828
Bryrup,1624,9.5231724,56.0231999
Linå,558,9.68889,56.1535517
Laven,373,9.717769,56.1252056
Sorring,1165,9.7756433,56.1774826
Salten,727,9.5686653,56.0836884
Them,2448,9.5465183,56.0901518
Sinding,334,8.8524504,56.2143633
Gjessø,840,9.4951896,56.1153362
Virklund,3923,9.5539151,56.1301234
Silkeborg,52571,9.5495141,56.169453
Demstrup,269,9.4229865,56.3354301
Neder Hvam,289,9.3377533,56.3268889
Sjørslev,366,9.4420966,56.3278004
Lemming,279,9.5458156,56.2396476
Nørre Knudstrup,217,9.314763,56.2742355
Vinderslev,452,9.4293691,56.2550463
Ans,1906,9.5895088,56.307027
Fårvang,1391,9.7267735,56.2681439
Gjern,1529,9.7393316,56.2264181
Grauballe,987,9.628787,56.2244319
Sejling,555,9.5195246,56.2174497
Kjellerup,5247,9.4400132,56.2834926
Thorning,1006,9.3307472,56.2851309
Skægkær,436,9.5018971,56.2119087
Øster Bording,218,9.4869679,56.1918789
Funder Kirkeby,610,9.4428992,56.1533605
Kragelund,766,9.4094628,56.1952345
Sejs-Svejbæk,4677,9.6176549,56.1360085
Onsbjerg,240,10.5724692,55.8497267
Sjelle,319,9.9319682,56.1848717
Hylke,425,9.9355459,55.9915767
Gammel Rye,1564,9.6977741,56.0722964
Galten,9363,9.9098817,56.154066
Låsby,2086,9.809458,56.1526374
Ry,7536,9.7718753,56.0883559
Voerladegård,597,9.7337258,56.0246414
Skjørring,276,9.8877121,56.1807679
Hørning,8542,10.0356047,56.0859191
Skanderborg,20360,9.9317878,56.0351868
Hårby,263,9.9051895,56.0852942
Alken,309,9.8455793,56.0519694
Fruering,427,9.9849415,56.0345245
Blegind,238,10.0696418,56.0672242
Mesing,207,9.9409242,56.072297
Tebstrup,665,9.8771973,55.9725772
Virring,1175,10.0352919,56.0298758
Herskind,893,9.965903,56.1829328
Stjær,1057,9.9540853,56.1186427
Storring,274,9.9391034,56.1347678
Mundelstrup,423,10.0618124,56.1984041
Sabro,3492,10.0341514,56.2121365
Mårslet,5174,10.1624575,56.0671183
Hjortshøj,3586,10.2682671,56.2478414
Lystrup,10153,10.238378,56.2363205
Løgten,8607,10.3187287,56.2769294
Studstrup,808,10.338558,56.2580805
Solbjerg,4845,10.0904237,56.0397896
Aarhus,301049,10.2134046,56.1496278
Borum,314,10.0122294,56.1877607
Spørring,1207,10.1479982,56.2988953
Trige,3459,10.1453751,56.254145
Ormslev,381,10.0617005,56.124591
Elev,1967,10.197571,56.2401986
Hårup,987,10.216223,56.2862796
Lisbjerg,1930,10.1682303,56.2214484
Harlev,4005,9.996093,56.1466687
Beder-Malling,9430,10.2017147,56.0494063
Uhre,260,9.0513204,55.9310917
Isenvad,702,9.2025483,56.0990362
Engesvang,2190,9.3511945,56.1703216
Pårup,239,12.3013937,56.1007761
Gludsted,319,9.3120706,56.0334078
Ikast,16808,9.1547931,56.1390178
Bording,2439,9.2753054,56.1465072
Hampen,333,9.3550209,56.0180516
Klovborg,516,9.4905654,55.9319642
Ejstrupholm,1710,9.2930027,55.9843819
Brande,7394,9.1282868,55.9445468
Nørre Snede,1912,9.3931535,55.9654168
Blåhøj,367,9.0308368,55.8743117
Skjern,7737,8.4909186,55.9469339
Lønborg,242,8.4448995,55.9031929
Hvide Sande,2780,8.1288435,56.0057884
Hemmet,291,8.3724097,55.8496544
Fjelstervang,418,8.8181386,56.0723199
Grønbjerg,356,8.5356796,56.1773453
Spjald,1342,8.5069209,56.1276147
Lyne,247,8.4907466,55.802221
Tarm,4122,8.5192054,55.9065375
Højmark,277,8.3999753,56.0547437
Lem,1358,8.3852184,56.0275264
Ringkøbing,9830,8.2540637,56.0905708
Videbæk,4351,8.6295216,56.0893891
Herborg,273,8.6002672,56.0666215
Rækker Mølle,334,8.5376203,56.0211447
Velling,251,8.3125538,56.0522585
Borris,858,8.6480249,55.9589744
Troldhede,654,8.7416839,55.9936889
Hee,500,8.2879232,56.1437777
Tim,834,8.3033203,56.1965544
Kloster,599,8.1757164,56.1257251
No,239,8.3179241,56.1121326
Ådum,239,8.5934034,55.8743087
Stauning,334,8.3722636,55.9622311
Ølstrup,290,8.4214389,56.111556
Vorgod-Barde,1023,8.7031567,56.0924084
Lindved,1444,9.5782864,55.7920415
Øster Snede,1208,9.6473871,55.796226
Hedensted,13458,9.6994255,55.7705233
Daugård,1121,9.7095269,55.7356553
Barrit,763,9.8969878,55.7090592
Glud,686,9.9997934,55.8085043
Snaptun,477,10.0485566,55.8209229
Juelsminde,3975,10.0104758,55.7086794
Tørring,2930,9.483801,55.8499627
Hornsyld,1646,9.8563818,55.7568412
Bjerre,475,9.8543088,55.7860611
Stouby,863,9.7900425,55.7030191
Rårup,451,9.9297471,55.772877
Bråskov,203,9.8280563,55.7615097
Rask Mølle,1149,9.6109557,55.8720064
Uldum,1364,9.5867407,55.8476686
Ølholm,940,9.5281464,55.8367448
Hornborg,222,9.6649573,55.8533938
Åle,616,9.5618447,55.8868233
Korning,418,9.7034705,55.8528481
Erslev,383,8.7509076,56.830027
Øster Jølby,700,8.7179794,56.8345595
Karby,215,8.560767,56.7538548
Frøslev,248,8.7330983,56.8028447
Vils,452,8.7291569,56.7628666
Redsted,202,8.6528944,56.7394114
Sejerslev,327,8.8652645,56.9250049
Tødsø,248,8.8086871,56.8275733
Vodstrup,225,8.823862,56.813138
Lødderup,232,8.7962133,56.7747038
Jebjerg,1069,9.0152295,56.6721323
Højslev,213,9.1361846,56.5857922
Skive,20090,8.9327322,56.6459244
Nederby,534,9.024611,56.816548
Selde,222,9.0477373,56.7805532
Breum,808,9.0701035,56.6871677
Hald,409,10.1105086,56.5564199
Højslev Stationsby,2815,9.1105335,56.5516562
Balling,1154,8.8821834,56.6157838
Roslev,1306,8.9841309,56.7040127
Oddense,582,8.9337614,56.65047
Lihme,256,8.7309305,56.6002853
Ramsing,327,8.8408389,56.5955191
Hem,583,8.9587576,56.5951002
Rønbjerg,315,8.9360333,56.5349617
Durup,868,8.9484097,56.744497
Glyngøre,1371,8.8739004,56.759744
Vesløs,302,8.9716144,57.036484
Østerild,510,8.8488575,57.0304231
Ræhr,478,8.6653912,57.0934001
Frøstrup,594,8.9960835,57.0868956
Hørdum,211,8.488141,56.8489522
Hanstholm,2050,8.6144947,57.1150165
Hundborg,420,8.5085893,56.9270716
Snedsted,1109,8.5231571,56.8917656
Koldby,719,8.5239231,56.8460899
Vestervig,561,8.318305,56.7623851
Hurup,2657,8.4181635,56.7506962
Bedsted,698,9.1043892,55.0611695
Agger,356,8.2414749,56.7823936
Klitmøller,1277,8.4985063,57.0401536
Ydby,246,8.4053242,56.7106598
Nors,1110,8.6781424,57.0203913
Hillerslev,561,8.7302899,57.011814
Sennels,969,8.7948504,56.9649687
Vilsund Vest,390,8.6266813,56.8804983
Nørre Vorupør,591,8.3754337,56.9533533
Sjørring,724,8.5924754,56.9517882
Thisted,13505,8.6848749,56.9562093
Karup,2176,9.1706768,56.3111225
Skelhøje,490,9.2966866,56.3604125
Rindsholm,259,9.4354266,56.4002008
Ulbjerg,454,9.3480141,56.6278293
Frederiks,1803,9.2560458,56.3411629
Kølvrå,713,9.1483455,56.292686
Bjerringbro,7433,9.656576,56.3758414
Mønsted,727,9.1881198,56.445301
Tapdrup,582,9.4835132,56.4404694
Vejrumbro,405,9.5557183,56.441703
Ørum,1493,9.626306,56.4804333
Bjerregrav,438,9.4991288,56.5799115
Møldrup,1280,9.5011335,56.614641
Klejtrup,883,9.6337994,56.5902663
Løvel,841,9.4700325,56.5328173
Vammen,547,9.5733082,56.5302997
Sahl,305,9.639621,56.3374112
Mammen,281,9.6126754,56.4113145
Rødkærsbro,1737,9.5101207,56.3514755
Tange,309,9.5870582,56.3529704
Fly,276,9.0105926,56.4949821
Stoholm,2534,9.1458359,56.4851312
Kjeldbjerg,265,9.0537216,56.473623
Sjørup,270,9.0833181,56.4277179
Vridsted,585,9.0064555,56.4421137
Hammershøj,935,9.7503501,56.5016333
Sparkær,611,9.2282259,56.4772412
Skals,1730,9.4048077,56.5566335
Løgstrup,1924,9.3370029,56.5119795
Ravnstrup,427,9.2865747,56.4480484
Birgittelyst,612,9.3810101,56.398744
Hvam Stationsby,277,9.513098,56.6623827
Viborg,43645,9.4059354,56.4469128
Sønder Rind,301,9.4671841,56.3932132
Brønderslev,12946,9.9448631,57.2700129
Øster Brønderslev,972,9.9957883,57.2483799
Hallund,275,10.1006324,57.2410008
Jerslev,859,10.0932326,57.2847448
Asaa,1089,10.4034857,57.1494732
Hjallerup,4509,10.1465801,57.1665803
Klokkerholm,890,10.1549291,57.2109407
Agersted,535,10.3801201,57.1984657
Tise,247,9.80541,57.296116
Stenum,230,9.8645867,57.3209311
Dronninglund,3688,10.2900877,57.158303
Serritslev,489,9.9749588,57.3141853
Flauenskjold,661,10.2877533,57.2493771
Præstbro,204,10.387584,57.2341451
Haldbjerg,225,10.5023084,57.3937019
Voerså,493,10.4878871,57.2088452
Skagen,7394,10.5844602,57.7259703
Jerup,520,10.4205098,57.533332
Elling,1095,10.4797629,57.4756655
Frederikshavn,22548,10.5336225,57.4412134
Østervrå,1270,10.2398353,57.341266
Ravnshøj,534,10.4260254,57.4515622
Kvissel,347,10.4112523,57.4709813
Thorshøj,261,10.307485,57.3366413
Ålbæk,1419,10.4115924,57.5925422
Sæby,8991,10.5198811,57.3312762
Hørby,382,9.746401,56.6515633
Syvsten,251,10.4334816,57.3091923
Lyngså,212,10.5153946,57.2451451
Strandby,2543,10.4978821,57.4926713
Kilden,893,9.9144117,57.0421761
Gærum,607,10.4350438,57.40153
Dybvad,603,10.3611597,57.2744567
Gedsted,874,9.3334277,56.6892939
Aggersund,247,9.2799491,57.0043224
Løgstør,3969,9.2619587,56.9625246
Vegger,305,9.5716452,56.8848376
Vindblæs,212,9.3486331,56.9278273
Ranum,950,9.2296384,56.8967933
Vilsted,205,9.2862321,56.9040322
Overlade,396,9.2641123,56.8584302
Hvalpsund,621,9.2070497,56.7013574
Farsø,3352,9.3399599,56.7722256
Havbro,377,9.4184846,56.7999966
Vognsild,228,9.4206489,56.7568701
Ullits,263,9.2882914,56.7263717
Hornum,926,9.4247246,56.8400178
Vester Hornum,480,9.3593621,56.8335187
Simested,231,9.5558417,56.696701
Aalestrup,2763,9.4930029,56.6952989
Aars,8708,9.5168986,56.8033777
Blenstrup,483,10.0113103,56.8794941
Bælum,701,10.1166943,56.8307655
Haverslev,797,9.6822481,56.7875535
Ravnkilde,331,9.7528971,56.7555406
Rørbæk,383,9.7130466,56.7044248
Støvring,9584,9.833064,56.8847204
Suldrup,1376,9.7006273,56.8483838
Rebild,628,9.8494984,56.8313377
Skørping,3056,9.8913283,56.8383525
Øster Hornum,1059,9.7510364,56.9355505
Nørager,1175,9.630736,56.7065701
Aarestrup,208,9.7467337,56.819752
Terndrup,1637,10.0598073,56.8131718
Guldbæk Syd,200,9.8003983,56.9335364
Rostrup,283,9.9319858,56.7309381
Hadsund,4918,10.1151108,56.7193519
Hadsund Syd,438,10.1204587,56.7069598
Veddum,336,10.1757857,56.775081
Øster Hurup,636,10.272655,56.804001
Als,892,9.9240087,54.9716369
Visborg,415,10.1489138,56.7371335
Hobro,12360,9.7939799,56.6371753
Vebbestrup,367,9.820242,56.7253591
Arden,2620,9.8568821,56.7678869
Rold,223,9.814592,56.7731138
Øster Doense,214,9.8397826,56.7092743
Døstrup,313,9.747566,56.6883203
Hvornum,303,9.661288,56.5974869
Valsgård,1124,9.8524403,56.6727233
Hvilsom,243,9.6119021,56.659037
Oue,313,9.9768613,56.6937661
Skelund,396,10.1920402,56.7597337
Sønder Onsild,474,9.7599658,56.5866127
Sønder Onsild Stationsby,264,9.7461256,56.5777113
Handest,231,9.8210822,56.57023
Mariager,2650,9.976727,56.6488769
Norup,242,10.1145898,56.676199
Blokhus,473,9.5842346,57.2523474
Hune,747,9.6189688,57.2478319
Biersted,1629,9.8048768,57.1519913
Nørhalne,1527,9.8761497,57.1515759
Kås,2328,9.651103,57.1935991
Pandrup,2842,9.6790105,57.2094268
Fjerritslev,3306,9.2731047,57.088801
Ingstrup,344,9.7104764,57.3135217
Gjøl,910,9.7163781,57.06828
Halvrimmen,630,9.5867446,57.1107693
Birkelse,619,9.6835772,57.1489245
Tranum,451,9.464078,57.1319337
Aabybro,6721,9.7339628,57.1606394
Vester Torup,220,9.125009,57.1034858
Klim,400,9.1655997,57.0963678
Arentsminde,408,9.6259299,57.1229996
Skovsgård,777,9.4848004,57.0868289
Østerby,325,9.5995831,57.0604418
Saltum,698,9.6984206,57.2711553
Brovst,2684,9.5228664,57.0973209
Vester Hjermitslev,353,9.7580391,57.2863037
Ny Skovsgård,239,9.4866407,57.0958029
Nørre Kongerslev,252,10.1265676,56.9053488
Fjellerad,392,10.0215046,56.9245894
Mou,1023,10.2221553,56.9676427
Hals,2437,10.3084669,56.9963038
Sulsted,1504,9.9525511,57.1669315
Storvorde,3465,10.0996971,57.0034949
Vaarst,354,10.0556716,56.9364661
Vodskov,4810,10.0228291,57.1095604
Vester Hassing,2602,10.1253165,57.0682098
Stae,371,10.0832408,57.0821088
Kongerslev,1288,10.1146692,56.8861935
Gistrup,3686,9.9885675,56.9934443
Klarup,5603,10.0500412,57.0113058
Nøvling,380,9.9590178,56.9735065
Gudumholm,729,10.102146,56.9670618
Vestbjerg,3039,9.9666992,57.1305808
Uggerhalne,286,10.0659854,57.1332369
Hou,611,10.366756,57.0573849
Farstrup,447,9.4614977,56.9833054
Sebbersund,348,9.5662861,56.9621078
Valsted,230,9.563492,56.9770919
Nibe,5616,9.6428712,56.9823812
Vadum,2530,9.8589601,57.1155958
Sønderholm,879,9.7350132,57.0039681
Dall Villaby,1108,9.8863327,56.9909307
Frejlev,3237,11.7653804,54.7027233
Svenstrup,10717,9.8525837,56.9773211
Ferslev,947,9.8966217,56.9529671
Ellidshøj,493,9.8696332,56.9307207
Bislev,202,9.6102782,56.9457301
Aalborg,121878,9.9215263,57.0462626
Langholt,1069,10.0867874,57.1044503
Nørholm,257,9.7362974,57.0376213
Tylstrup,1220,9.951413,57.195294
Gandrup,1559,10.177441,57.0566331
Ulsted,992,10.2569014,57.076012
Nørresundby,24436,9.9241319,57.0607251
Skellet,230,10.2090689,56.9798704
Klitgård,222,9.6873632,57.0262188
Tornby,985,9.9447512,57.529776
Lønstrup,545,9.7980104,57.468435
Bjergby,881,10.0268723,57.5134646
Sindal,3071,10.1994273,57.4755132
Løkken,1669,9.7112502,57.3704858
Vrensted,282,9.7747895,57.3379735
Poulstrup,437,10.0155194,57.351624
Vrå,2681,9.9452931,57.3532646
Hjørring,25908,9.9855998,57.457183
Harken,379,9.9848443,57.3934492
Hundelev,227,9.8399806,57.4269299
Mosbjerg,224,10.2789354,57.502987
Bindslev,943,10.1977563,57.541075
Tversted,522,10.1896211,57.5861839
Åbyen,489,10.0282098,57.5624051
Lendum,487,10.2969452,57.4095287
Hirtshals,5347,9.9649737,57.5908031
Lørslev,282,10.0853339,57.4276017
Tårs,1839,11.0271943,54.8831014
Rakkeby,210,9.9290979,57.4049129
